id_client,region,sexe,age,revenu_estime_gnf,anciennete_mois,type_abonnement,forfait_international,messagerie_vocale,recharge_mensuelle_moy_gnf,moyen_paiement,minutes_jour,minutes_nuit,minutes_internationales,donnees_mo,nombre_sms,appels_service_client,pannes_signalees_30j,retard_paiement_jours,retour_client,resiliation
CLI00564,Kindia,Homme,19,391000,20,Prépayé,Non,Non,25000,Orange Money,275,85,0,4765,4,0,0,0,Service correct dans l'ensemble.,Non
CLI00565,Conakry,Homme,34,585000,89,Postpayé,Non,Oui,24000,Orange Money,161,45,7,2610,21,0,1,1,Rien de particulier a signaler.,Non
CLI00566,Mamou,Homme,40,847000,1,Prépayé,Non,Oui,45000,Espèces,161,115,2,4591,1,0,2,8,"Bon rapport qualite prix, je recommande.",Non
CLI00567,Kindia,Homme,26,604000,27,Prépayé,Non,Oui,30000,Espèces,145,53,7,183,1,1,1,0,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI00568,Conakry,Femme,35,939000,38,Prépayé,Non,Oui,49000,Orange Money,75,20,0,3206,5,1,1,0,"Bon rapport qualite prix, je recommande.",Non
CLI00569,Boké,Homme,31,300000,16,Prépayé,Non,Non,17000,Carte bancaire,71,87,3,4658,12,0,0,0,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI00570,Conakry,Femme,30,1529000,49,Postpayé,Non,Oui,81000,Espèces,135,100,3,3531,42,1,0,11,"Bon rapport qualite prix, je recommande.",Non
CLI00571,Conakry,Homme,40,639000,15,Postpayé,Non,Non,40000,Espèces,302,145,3,3742,100,3,0,16,Rien de particulier a signaler.,Oui
CLI00572,Conakry,Femme,43,1216000,12,Prépayé,Non,Non,72000,Espèces,166,37,3,1978,36,1,0,2,Aucun probleme depuis mon inscription.,Non
CLI00573,Kankan,Femme,26,1109000,18,Postpayé,Non,Oui,74000,Espèces,213,82,1,3089,1,1,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI00574,Conakry,Femme,18,1230000,34,Illimité,Non,Oui,46000,Orange Money,114,92,3,2555,21,0,0,2,Content de la couverture reseau dans ma zone.,Non
CLI00575,N'Zérékoré,Homme,39,646000,24,Postpayé,Non,Oui,40000,Orange Money,99,126,0,3629,145,4,0,0,Le forfait ne correspond plus a mes besoins.,Oui
CLI00576,Kindia,Femme,22,465000,9,Prépayé,Non,Non,15000,Espèces,169,71,12,2300,55,0,0,9,Service client reactif et efficace.,Non
CLI00577,Conakry,Homme,29,1892000,62,Prépayé,Oui,Non,98000,Carte bancaire,150,50,55,2858,14,3,1,0,Tres satisfait du reseau et du service.,Non
CLI00578,Faranah,Femme,25,682000,2,Prépayé,Non,Oui,46000,Orange Money,214,171,1,3163,38,2,1,1,Service correct dans l'ensemble.,Non
CLI00579,Faranah,Homme,44,712000,6,Prépayé,Non,Non,45000,Orange Money,220,121,3,4994,36,3,1,2,Offres interessantes et service fiable.,Non
CLI00580,Kankan,Femme,57,469000,25,Prépayé,Non,Non,29000,Orange Money,217,112,1,4606,6,2,1,0,"Bon rapport qualite prix, je recommande.",Non
CLI00581,Conakry,Femme,28,534000,2,Prépayé,Non,Oui,21000,Espèces,144,42,2,2750,38,2,0,0,Offres interessantes et service fiable.,Non
CLI00582,Kankan,Femme,57,491000,84,Prépayé,Non,Oui,42000,Carte bancaire,225,104,9,2284,7,3,2,11,Rien de particulier a signaler.,Non
CLI00583,Kankan,Homme,36,509000,5,Postpayé,Non,Oui,28000,Orange Money,93,136,6,1515,5,1,0,6,Aucun probleme depuis mon inscription.,Non
CLI00584,Kindia,Homme,30,1462000,5,Postpayé,Non,Oui,52000,Espèces,185,139,3,3711,1,0,1,4,Service client reactif et efficace.,Non
CLI00585,Boké,Homme,46,1068000,3,Postpayé,Non,Oui,59000,Orange Money,76,85,1,4675,2,0,0,2,Le forfait ne correspond plus a mes besoins.,Oui
CLI00586,Labé,Femme,54,674000,11,Prépayé,Non,Non,45000,Orange Money,86,54,2,50,3,0,0,0,Offres interessantes et service fiable.,Non
CLI00587,Conakry,Femme,31,1475000,19,Prépayé,Non,Non,132000,Espèces,205,134,0,1546,38,2,2,4,Le forfait ne correspond plus a mes besoins.,Oui
CLI00588,Kankan,Femme,30,447000,7,Prépayé,Non,Non,21000,Orange Money,208,76,13,2379,18,0,0,0,Content de la couverture reseau dans ma zone.,Non
CLI00589,Faranah,Femme,54,810000,13,Prépayé,Non,Non,30000,Orange Money,195,79,4,4337,22,0,1,8,Offres interessantes et service fiable.,Non
CLI00590,Kankan,Femme,43,1055000,46,Postpayé,Non,Non,58000,Orange Money,207,27,0,4604,53,3,0,1,"Bon rapport qualite prix, je recommande.",Non
CLI00591,Boké,Femme,18,2433000,9,Prépayé,Non,Oui,140000,Orange Money,125,126,7,1789,19,2,0,7,Le service client ne repond jamais rapidement.,Oui
CLI00592,Labé,Homme,32,510000,21,Postpayé,Non,Oui,42000,Espèces,136,129,18,1837,50,0,0,0,Content de la couverture reseau dans ma zone.,Non
CLI00593,Conakry,Homme,25,374000,14,Prépayé,Non,Non,24000,Virement bancaire,149,129,3,2884,8,2,0,0,Le service client ne repond jamais rapidement.,Oui
CLI00594,Kindia,Homme,27,444000,9,Prépayé,Non,Non,22000,Carte bancaire,143,71,4,2133,133,0,0,2,"Bon rapport qualite prix, je recommande.",Non
CLI00595,Faranah,Homme,35,713000,13,Prépayé,Non,Non,56000,Espèces,199,38,2,3334,36,1,0,0,Facturation incorrecte plusieurs fois de suite.,Oui
CLI00596,N'Zérékoré,Homme,29,300000,95,Prépayé,Oui,Oui,15000,Carte bancaire,267,19,57,2845,54,0,0,4,Rien de particulier a signaler.,Non
CLI00597,Conakry,Homme,29,972000,21,Prépayé,Non,Oui,86000,Orange Money,160,93,7,3926,31,2,0,0,Offres interessantes et service fiable.,Non
CLI00598,Conakry,Homme,56,911000,30,Prépayé,Non,Non,54000,Carte bancaire,129,115,2,2990,23,0,0,2,Offres interessantes et service fiable.,Non
CLI00599,Conakry,Homme,18,478000,37,Prépayé,Non,Non,35000,Virement bancaire,133,93,2,4133,53,1,1,6,Tres satisfait du reseau et du service.,Non
CLI00600,Boké,Homme,35,550000,5,Prépayé,Oui,Non,34000,Orange Money,136,103,69,2276,12,1,0,0,Rien de particulier a signaler.,Non
CLI00601,Kankan,Femme,40,315000,53,Postpayé,Non,Non,17000,Orange Money,299,136,3,1356,4,0,2,0,Service client reactif et efficace.,Non
CLI00602,Conakry,Homme,18,1365000,32,Prépayé,Oui,Non,69000,Carte bancaire,235,31,15,1730,140,0,1,7,Content de la couverture reseau dans ma zone.,Non
CLI00603,Boké,Femme,22,599000,1,Prépayé,Non,Oui,50000,Espèces,171,84,2,3247,12,1,0,0,Service client reactif et efficace.,Non
CLI00604,Labé,Femme,22,778000,42,Prépayé,Non,Oui,33000,Orange Money,176,84,1,50,29,0,0,1,Tres satisfait du reseau et du service.,Non
CLI00605,Kankan,Femme,43,918000,16,Prépayé,Non,Non,60000,Carte bancaire,125,97,2,3393,25,2,0,3,Aucun probleme depuis mon inscription.,Non
CLI00606,Conakry,Femme,22,698000,36,Prépayé,Non,Non,27000,Carte bancaire,222,102,3,2272,65,1,1,0,Rien de particulier a signaler.,Non
CLI00607,Conakry,Homme,39,519000,35,Prépayé,Non,Non,22000,Orange Money,250,72,6,1048,42,1,0,0,Tres satisfait du reseau et du service.,Non
CLI00608,Boké,Femme,21,622000,22,Illimité,Non,Oui,20000,Orange Money,189,145,1,719,62,0,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI00609,Kindia,Homme,20,974000,51,Prépayé,Non,Non,42000,Orange Money,182,149,6,3936,8,0,1,4,Aucun probleme depuis mon inscription.,Non
CLI00610,Conakry,Homme,38,715000,26,Prépayé,Non,Oui,33000,Espèces,215,154,1,398,38,0,2,0,"Utilisation standard, pas de souci majeur.",Oui
CLI00611,Kankan,Femme,43,1665000,43,Prépayé,Non,Oui,136000,Espèces,233,105,0,3184,16,1,0,4,Rien de particulier a signaler.,Non
CLI00612,Mamou,Femme,19,402000,35,Illimité,Non,Non,18000,Espèces,180,74,0,505,34,0,0,5,Offres interessantes et service fiable.,Non
CLI00613,Conakry,Homme,23,424000,78,Prépayé,Non,Oui,31000,Orange Money,278,43,1,2420,20,2,1,5,"Bon rapport qualite prix, je recommande.",Non
CLI00614,Labé,Femme,36,580000,60,Prépayé,Non,Oui,39000,Orange Money,147,86,2,1951,32,1,1,0,Rien de particulier a signaler.,Non
CLI00615,Kankan,Femme,23,951000,9,Illimité,Non,Non,84000,Espèces,153,88,2,1051,16,1,1,9,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00616,N'Zérékoré,Homme,21,607000,11,Illimité,Oui,Oui,53000,Espèces,181,118,24,2637,24,0,0,2,Tres satisfait du reseau et du service.,Non
CLI00617,Conakry,Femme,22,307000,16,Postpayé,Non,Oui,17000,Carte bancaire,102,26,2,1886,52,3,0,1,Service correct dans l'ensemble.,Non
CLI00618,Kankan,Femme,37,300000,11,Prépayé,Oui,Non,25000,Orange Money,274,79,14,50,30,1,0,6,Rien de particulier a signaler.,Non
CLI00619,Conakry,Femme,18,771000,7,Prépayé,Non,Oui,42000,Orange Money,263,129,1,4725,77,1,0,0,Tres satisfait du reseau et du service.,Non
CLI00620,Mamou,Homme,52,661000,4,Postpayé,Non,Oui,23000,Orange Money,231,122,2,2742,49,1,1,1,Service correct dans l'ensemble.,Non
CLI00621,Labé,Homme,51,623000,1,Prépayé,Non,Non,25000,Virement bancaire,171,86,3,1758,14,0,0,0,Content de la couverture reseau dans ma zone.,Non
CLI00622,N'Zérékoré,Homme,47,560000,30,Prépayé,Non,Non,45000,Virement bancaire,195,101,1,1197,8,3,1,6,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI00623,Mamou,Homme,31,1282000,1,Prépayé,Non,Non,80000,Orange Money,221,126,1,1617,42,2,1,0,Facturation incorrecte plusieurs fois de suite.,Oui
CLI00624,Conakry,Femme,26,636000,33,Prépayé,Non,Oui,36000,Virement bancaire,231,21,1,2424,16,3,0,0,Service correct dans l'ensemble.,Non
CLI00625,Mamou,Homme,39,680000,79,Prépayé,Oui,Oui,27000,Virement bancaire,214,146,43,1105,15,0,3,9,Service client reactif et efficace.,Non
CLI00626,Conakry,Femme,22,1169000,1,Prépayé,Non,Oui,75000,Virement bancaire,165,181,0,2885,89,0,0,1,Service correct dans l'ensemble.,Non
CLI00627,Kankan,Femme,57,334000,74,Prépayé,Non,Oui,30000,Orange Money,148,42,6,2323,20,1,1,3,Content de la couverture reseau dans ma zone.,Non
CLI00628,Conakry,Femme,27,481000,16,Postpayé,Non,Non,43000,Orange Money,182,82,1,1686,36,4,0,0,Rien de particulier a signaler.,Non
CLI00629,Kindia,Homme,46,1122000,26,Prépayé,Non,Oui,87000,Espèces,160,49,1,2020,70,5,0,0,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00630,Mamou,Homme,42,847000,1,Prépayé,Non,Non,67000,Espèces,40,19,3,2573,7,1,1,0,Service client reactif et efficace.,Non
CLI00631,Conakry,Homme,29,1225000,10,Prépayé,Non,Non,77000,Orange Money,215,149,1,3024,47,0,0,2,"Utilisation standard, pas de souci majeur.",Non
CLI00632,Mamou,Femme,31,924000,8,Prépayé,Non,Oui,44000,Orange Money,246,126,13,3195,27,0,0,2,Offres interessantes et service fiable.,Non
CLI00633,Faranah,Femme,24,1141000,22,Illimité,Non,Non,101000,Espèces,130,154,0,3188,39,3,0,0,Service correct dans l'ensemble.,Non
CLI00634,Faranah,Homme,35,617000,37,Prépayé,Non,Non,49000,Espèces,161,115,2,2596,0,2,2,2,"Bon rapport qualite prix, je recommande.",Non
CLI00635,Kankan,Femme,40,661000,29,Postpayé,Oui,Oui,56000,Espèces,149,78,42,1597,4,3,0,0,Service client reactif et efficace.,Non
CLI00636,Kindia,Femme,34,434000,6,Postpayé,Non,Oui,17000,Orange Money,246,62,4,2932,20,0,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI00637,Conakry,Homme,30,441000,11,Prépayé,Non,Oui,36000,Orange Money,162,96,3,3685,10,1,0,4,Offres interessantes et service fiable.,Non
CLI00638,Conakry,Homme,34,1264000,4,Postpayé,Non,Non,90000,Orange Money,249,46,10,4861,28,2,0,6,"Utilisation standard, pas de souci majeur.",Non
CLI00639,Kindia,Homme,47,623000,9,Postpayé,Oui,Non,36000,Espèces,208,0,58,3524,2,2,0,0,Tres satisfait du reseau et du service.,Non
CLI00640,Conakry,Femme,43,658000,6,Prépayé,Non,Non,21000,Espèces,149,147,7,539,49,0,3,0,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00641,Faranah,Homme,39,300000,10,Prépayé,Non,Non,22000,Orange Money,145,112,1,668,178,0,0,0,Rien de particulier a signaler.,Non
CLI00642,Conakry,Homme,27,1288000,74,Prépayé,Non,Non,108000,Espèces,127,157,2,1041,3,2,0,0,Offres interessantes et service fiable.,Non
CLI00643,Conakry,Femme,28,481000,16,Postpayé,Oui,Non,23000,Orange Money,211,126,61,3008,98,1,1,0,Trop de coupures de reseau ces derniers temps.,Oui
CLI00644,N'Zérékoré,Femme,39,353000,1,Postpayé,Non,Oui,17000,Carte bancaire,110,62,4,1784,23,2,0,0,Rien de particulier a signaler.,Oui
CLI00645,Kankan,Homme,29,348000,4,Postpayé,Non,Non,17000,Orange Money,135,55,3,1160,7,0,1,0,"Utilisation standard, pas de souci majeur.",Oui
CLI00646,Conakry,Homme,26,758000,2,Prépayé,Non,Oui,32000,Orange Money,196,61,1,1885,39,4,1,0,Facturation incorrecte plusieurs fois de suite.,Oui
CLI00647,Kindia,Femme,48,1233000,51,Prépayé,Non,Oui,44000,Espèces,257,130,0,2734,2,2,1,0,Service correct dans l'ensemble.,Non
CLI00648,Kankan,Femme,35,767000,2,Prépayé,Non,Non,65000,Orange Money,127,129,1,50,1,2,0,8,Rien de particulier a signaler.,Non
CLI00649,Labé,Homme,36,767000,1,Prépayé,Non,Non,24000,Espèces,349,93,9,2330,45,3,1,0,Service correct dans l'ensemble.,Oui
CLI00650,Conakry,Homme,27,4694000,10,Prépayé,Non,Non,307000,Espèces,73,63,2,1631,24,2,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI00651,Boké,Femme,36,1284000,50,Prépayé,Non,Oui,76000,Carte bancaire,217,91,2,1126,1,0,0,0,Rien de particulier a signaler.,Non
CLI00652,Kankan,Femme,42,533000,27,Prépayé,Non,Non,39000,Virement bancaire,268,100,3,2917,17,1,1,0,Offres interessantes et service fiable.,Non
CLI00653,Conakry,Homme,36,364000,48,Postpayé,Non,Non,24000,Carte bancaire,143,51,3,3785,2,3,0,4,Offres interessantes et service fiable.,Non
CLI00654,N'Zérékoré,Femme,18,459000,11,Postpayé,Oui,Oui,33000,Orange Money,255,67,12,2199,8,0,0,0,Content de la couverture reseau dans ma zone.,Non
CLI00655,Labé,Femme,28,959000,96,Postpayé,Non,Oui,66000,Espèces,147,114,3,2648,73,1,0,11,"Utilisation standard, pas de souci majeur.",Non
CLI00656,Conakry,Femme,39,699000,6,Postpayé,Non,Non,38000,Orange Money,360,124,2,4721,3,2,0,3,Rien de particulier a signaler.,Oui
CLI00657,Kankan,Homme,36,832000,15,Prépayé,Non,Oui,58000,Orange Money,151,98,5,1857,34,0,0,4,Aucun probleme depuis mon inscription.,Non
CLI00658,Conakry,Femme,44,590000,1,Prépayé,Non,Non,40000,Virement bancaire,248,81,1,2356,27,4,1,0,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00659,Kindia,Femme,30,587000,3,Prépayé,Non,Oui,23000,Orange Money,101,124,1,2285,2,2,1,4,Le service client ne repond jamais rapidement.,Oui
CLI00660,Labé,Femme,33,1006000,6,Prépayé,Non,Non,63000,Carte bancaire,256,64,1,2092,11,3,0,13,Offres interessantes et service fiable.,Non
CLI00661,Conakry,Femme,43,1039000,2,Prépayé,Oui,Oui,50000,Carte bancaire,236,130,55,1108,19,0,0,0,"Bon rapport qualite prix, je recommande.",Non
CLI00662,Kankan,Homme,33,1104000,12,Postpayé,Oui,Oui,38000,Virement bancaire,251,34,30,1043,9,1,0,7,Trop de coupures de reseau ces derniers temps.,Oui
CLI00663,Faranah,Homme,43,991000,6,Prépayé,Oui,Non,30000,Orange Money,151,76,11,4466,58,1,0,0,"Bon rapport qualite prix, je recommande.",Non
CLI00664,Conakry,Homme,18,1165000,49,Prépayé,Non,Non,98000,Orange Money,217,42,4,3324,1,1,0,1,"Utilisation standard, pas de souci majeur.",Non
CLI00665,Conakry,Homme,23,371000,34,Postpayé,Non,Oui,15000,Orange Money,50,65,0,1825,7,0,1,1,Tres satisfait du reseau et du service.,Non
CLI00666,Conakry,Femme,43,719000,7,Postpayé,Non,Oui,60000,Espèces,50,135,11,559,21,1,0,3,Service client reactif et efficace.,Non
CLI00667,Labé,Femme,42,1073000,5,Prépayé,Non,Non,90000,Virement bancaire,159,82,4,3226,25,1,0,0,Facturation incorrecte plusieurs fois de suite.,Oui
CLI00668,Conakry,Femme,41,946000,2,Postpayé,Oui,Non,38000,Virement bancaire,142,7,60,2888,0,1,2,0,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00669,Labé,Femme,43,1533000,38,Prépayé,Non,Non,50000,Espèces,208,128,2,1459,17,2,1,0,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00670,Kankan,Homme,43,1011000,30,Prépayé,Non,Non,72000,Espèces,37,25,1,2667,12,0,0,1,Service correct dans l'ensemble.,Non
CLI00671,Kankan,Femme,21,1435000,29,Prépayé,Oui,Non,63000,Carte bancaire,115,115,40,2439,19,2,1,3,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI00672,Conakry,Homme,50,991000,96,Prépayé,Non,Non,32000,Orange Money,260,77,6,4049,7,3,0,2,Trop de coupures de reseau ces derniers temps.,Oui
CLI00673,Kindia,Homme,43,683000,10,Prépayé,Non,Non,29000,Espèces,235,66,7,50,69,3,0,9,Service correct dans l'ensemble.,Oui
CLI00674,Kindia,Femme,20,724000,46,Prépayé,Non,Oui,54000,Espèces,111,87,1,4912,33,0,1,0,"Je pense changer d'operateur, trop de pannes.",Oui
CLI00675,Kindia,Femme,19,1068000,1,Postpayé,Non,Oui,40000,Espèces,251,133,3,597,2,2,0,2,Offres interessantes et service fiable.,Non
CLI00676,Kindia,Homme,38,444000,3,Prépayé,Oui,Non,38000,Orange Money,142,62,17,751,1,2,0,1,Service client reactif et efficace.,Non
CLI00677,Boké,Homme,26,478000,90,Prépayé,Non,Oui,17000,Espèces,146,151,4,3612,25,0,0,22,"Je pense changer d'operateur, trop de pannes.",Oui
CLI00678,Faranah,Femme,39,779000,19,Prépayé,Non,Oui,24000,Orange Money,250,109,1,3398,37,1,2,0,"Bon rapport qualite prix, je recommande.",Non
CLI00679,Kindia,Homme,30,1284000,22,Prépayé,Oui,Oui,77000,Orange Money,257,71,39,2673,51,3,0,0,Rien de particulier a signaler.,Non
CLI00680,Kindia,Femme,18,636000,58,Prépayé,Non,Oui,40000,Espèces,162,121,2,5986,3,1,0,2,Content de la couverture reseau dans ma zone.,Non
CLI00681,Kindia,Homme,24,1011000,3,Prépayé,Non,Non,76000,Orange Money,225,103,2,5168,43,1,0,9,"Je pense changer d'operateur, trop de pannes.",Oui
CLI00682,Conakry,Homme,29,539000,9,Prépayé,Non,Non,41000,Orange Money,204,105,32,3040,12,0,0,14,Aucun probleme depuis mon inscription.,Non
CLI00683,Mamou,Homme,33,439000,25,Prépayé,Non,Non,15000,Espèces,184,176,0,1437,43,1,1,1,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00684,Kindia,Femme,42,623000,28,Prépayé,Non,Non,43000,Espèces,161,76,1,4636,24,1,0,0,Content de la couverture reseau dans ma zone.,Non
CLI00685,N'Zérékoré,Homme,26,780000,12,Prépayé,Non,Oui,46000,Orange Money,155,94,4,1859,78,1,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI00686,Kankan,Femme,38,970000,19,Prépayé,Non,Non,68000,Orange Money,46,76,2,754,5,4,2,1,Content de la couverture reseau dans ma zone.,Non
CLI00687,Conakry,Homme,31,714000,9,Postpayé,Oui,Non,29000,Carte bancaire,290,114,67,2385,2,3,0,3,Aucun probleme depuis mon inscription.,Non
CLI00688,Conakry,Homme,32,637000,54,Prépayé,Non,Oui,48000,Orange Money,171,139,3,2654,69,3,0,1,"Bon rapport qualite prix, je recommande.",Non
CLI00689,Kankan,Homme,18,450000,2,Postpayé,Non,Oui,36000,Espèces,163,83,1,599,31,0,0,7,Service correct dans l'ensemble.,Non
CLI00690,Labé,Homme,28,1477000,2,Prépayé,Non,Non,108000,Espèces,139,15,3,3678,17,2,0,2,Service correct dans l'ensemble.,Non
CLI00691,Conakry,Homme,18,655000,10,Prépayé,Non,Oui,50000,Espèces,114,124,6,2778,13,1,0,0,Rien de particulier a signaler.,Oui
CLI00692,Mamou,Femme,40,1018000,15,Illimité,Non,Oui,50000,Carte bancaire,74,49,2,4376,7,2,1,1,Tres satisfait du reseau et du service.,Non
CLI00693,Kindia,Homme,45,508000,26,Prépayé,Oui,Oui,22000,Espèces,211,59,60,50,6,3,1,0,Rien de particulier a signaler.,Oui
CLI00694,Kankan,Femme,38,651000,10,Postpayé,Oui,Oui,39000,Espèces,208,134,58,3172,7,2,2,1,"Bon rapport qualite prix, je recommande.",Non
CLI00695,Faranah,Homme,55,1302000,36,Postpayé,Non,Oui,59000,Espèces,237,138,1,2805,26,0,0,3,Aucun probleme depuis mon inscription.,Non
CLI00696,N'Zérékoré,Homme,36,650000,28,Illimité,Non,Oui,33000,Espèces,161,115,1,3711,19,0,1,0,Service client reactif et efficace.,Non
CLI00697,Faranah,Homme,42,673000,63,Prépayé,Oui,Oui,45000,Orange Money,138,153,51,2888,82,0,0,3,Service correct dans l'ensemble.,Non
CLI00698,N'Zérékoré,Femme,29,1007000,71,Postpayé,Oui,Non,43000,Espèces,293,107,21,3395,2,1,1,3,Rien de particulier a signaler.,Non
CLI00699,Conakry,Homme,37,1019000,45,Prépayé,Oui,Oui,81000,Espèces,141,143,46,1887,15,0,0,4,"Utilisation standard, pas de souci majeur.",Non
CLI00700,Kindia,Femme,22,1143000,10,Prépayé,Non,Oui,40000,Virement bancaire,227,145,13,1773,1,2,1,0,Rien de particulier a signaler.,Oui
CLI00701,Conakry,Femme,30,503000,29,Prépayé,Non,Oui,22000,Orange Money,263,42,4,3205,12,1,0,0,Service client reactif et efficace.,Non
CLI00702,Kankan,Femme,44,1287000,31,Postpayé,Non,Oui,103000,Carte bancaire,2,149,1,3473,33,3,0,3,Aucun probleme depuis mon inscription.,Non
CLI00703,Conakry,Femme,33,975000,8,Postpayé,Non,Non,58000,Espèces,125,64,4,2779,17,3,0,1,Facturation incorrecte plusieurs fois de suite.,Oui
CLI00704,Labé,Homme,29,759000,5,Illimité,Non,Oui,30000,Orange Money,220,112,1,3379,21,1,1,13,Trop de coupures de reseau ces derniers temps.,Oui
CLI00705,Boké,Homme,32,712000,89,Postpayé,Oui,Non,46000,Espèces,101,83,59,2910,22,1,1,0,Offres interessantes et service fiable.,Non
CLI00706,Kankan,Homme,38,1073000,22,Prépayé,Non,Oui,91000,Virement bancaire,167,101,4,2251,14,1,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI00707,Kindia,Homme,48,1183000,22,Prépayé,Non,Oui,82000,Orange Money,220,92,0,2542,8,1,0,5,Le service client ne repond jamais rapidement.,Oui
CLI00708,Conakry,Femme,18,485000,9,Prépayé,Non,Oui,22000,Orange Money,271,51,1,3734,25,0,1,1,Rien de particulier a signaler.,Non
CLI00709,Kindia,Femme,33,694000,10,Postpayé,Non,Non,44000,Orange Money,290,62,0,2145,30,0,0,1,Tres satisfait du reseau et du service.,Non
CLI00710,Conakry,Femme,32,1200000,2,Postpayé,Oui,Oui,98000,Carte bancaire,84,57,68,2051,64,1,1,2,Service client reactif et efficace.,Non
CLI00711,Kindia,Homme,30,300000,32,Prépayé,Oui,Non,25000,Orange Money,201,49,42,4144,13,0,1,0,"Bon rapport qualite prix, je recommande.",Non
CLI00712,Mamou,Homme,33,441000,39,Postpayé,Oui,Non,37000,Virement bancaire,201,20,21,1175,5,1,1,1,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00713,Conakry,Homme,39,1052000,18,Prépayé,Oui,Non,63000,Virement bancaire,201,70,34,1463,14,0,0,0,Aucun probleme depuis mon inscription.,Non
CLI00714,N'Zérékoré,Homme,46,858000,28,Prépayé,Non,Oui,44000,Orange Money,219,49,3,5370,31,1,0,5,Facturation incorrecte plusieurs fois de suite.,Oui
CLI00715,Labé,Homme,18,462000,9,Postpayé,Non,Non,16000,Orange Money,207,137,1,3517,8,0,0,5,Rien de particulier a signaler.,Non
